NAME,GENDER
bengt,m
benito,m
benjamen,m
benji,m
benjie,m
benjy,m
benn,m
bennet,m
bennett,m
bennie,m
benny,m
benson,m
bentley,m
benton,m
beowulf,m
berchtold,m
berk,m
berke,m
berkie,m
berkley,m
bernard,m
bernardo,m
bernd,m
bernhard,m
bernie,m
bert,m
bertram,m
bertrand,m
biff,m
bill,m
billy,m
bing,m
binky,m
bishop,m
bjorn,m
bjorne,m
blaine,m
blair,m
blake,m
blare,m
bo,m
bob,m
bobbie,m
bogdan,m
boniface,m
boris,m
boyce,m
boyd,m
brad,m
braden,m
bradford,m
bradly,m
brady,m
brandon,m
brant,m
brendan,m
brent,m
bret,m
brett,m
brewer,m
brewster,m
brian,m
brice,m
briggs,m
brinkley,m
britt,m
brock,m
broddie,m
broddy,m
broderic,m
broderick,m
brodie,m
brody,m
bronson,m
brook,m
brooke,m
brooks,m
bruce,m
bruno,m
bryant,m
bryce,m
bryn,m
bryon,m
bubba,m
buck,m
bucky,m
bud,m
buddy,m
burgess,m
burke,m
burl,m
burnaby,m
burton,m
buster,m
butch,m
butler,m
byram,m
byron,m
caesar,m
cain,m
cal,m
caldwell,m
caleb,m
calhoun,m
calvin,m
cam,m
cammy,m
carl,m
carleigh,m
carlie,m
carlo,m
carlos,m
carlton,m
carlyle,m
carmine,m
carroll,m
carson,m
carsten,m
carter,m
cary,m
case,m
casey,m
caspar,m
casper,m
cass,m
cat,m
cecil,m
cesar,m
chad,m
chadd,m
chaddie,m
chadwick,m
chaim,m
chalmers,m
chan,m
chance,m
chancey,m
chanderjit,m
chandler,m
chane,m
chariot,m
charles,m
charleton,m
charley,m
charlie,m
charlton,m
chas,m
chase,m
chaunce,m
chauncey,m
che,m
chelton,m
cheston,m
chet,m
chev,m
chevalier,m
chevy,m
chip,m
chris,m
chrissy,m
christ,m
christian,m
christiano,m
christie,m
christof,m
christofer,m
christoph,m
christophe,m
christopher,m
christorpher,m
christy,m
chuck,m
churchill,m
clair,m
claire,m
clancy,m
clarance,m
clare,m
clarence,m
clark,m
clarke,m
claude,m
claudio,m
clay,m
clayborn,m
clayborne,m
clayton,m
cleland,m
clem,m
clemens,m
clement,m
clemente,m
clemmie,m
cletus,m
cleveland,m
cliff,m
clifford,m
clint,m
clinten,m
clinton,m
clive,m
clyde,m
cob,m
cobb,m
cobbie,m
cobby,m
cody,m
colbert,m
coleman,m
colin,m
collin,m
collins,m
conan,m
connie,m
connolly,m
connor,m
conrad,m
conroy,m
constantin,m
constantine,m
constantinos,m
conway,m
cooper,m
corbin,m
corby,m
corey,m
cornelius,m
cornellis,m
corrie,m
cortese,m
corwin,m
cory,m
cosmo,m
costa,m
courtney,m
crawford,m
creighton,m
cris,m
cristopher,m
curt,m
curtice,m
cy,m
cyril,m
cyrill,m
cyrille,m
cyrillus,m
cyrus,m
dabney,m
daffy,m
dale,m
dalton,m
damian,m
damon,m
dan,m
dana,m
dane,m
dani,m
danie,m
dannie,m
danny,m
dante,m
darby,m
darcy,m
daren,m
darian,m
darien,m
darin,m
dario,m
darius,m
darrel,m
darrell,m
darren,m
darrick,m
darryl,m
darwin,m
daryl,m
daryle,m
dave,m
davey,m
david,m
davidde,m
davide,m
davie,m
davin,m
davis,m
davon,m
davy,m
dawson,m
dean,m
deane,m
del,m
dell,m
delmar,m
demetre,m
demetri,m
demetris,m
demetrius,m
demosthenis,m
denis,m
dennis,m
denny,m
derek,m
derick,m
derk,m
derrek,m
derrick,m
derrin,m
derrol,m
derron,m
deryl,m
desmond,m
desmund,m
devin,m
devon,m
dewey,m
dewitt,m
dickey,m
dickie,m
diego,m
dieter,m
dietrich,m
dillon,m
dimitrios,m
dimitris,m
dimitrou,m
dimitry,m
dino,m
dionis,m
dionysus,m
dirk,m
dmitri,m
dom,m
domenic,m
domenico,m
dominic,m
dominick,m
dominique,m
don,m
donal,m
donald,m
donn,m
donnie,m
donny,m
dorian,m
dory,m
doug,m
douggie,m
dougie,m
douglas,m
douglass,m
douglis,m
dov,m
doyle,m
drake,m
drew,m
dru,m
dryke,m
duane,m
dudley,m
duffie,m
duffy,m
duke,m
dunc,m
duncan,m
dunstan,m
durand,m
durant,m
durante,m
durward,m
dustin,m
dwain,m
dwane,m
dwayne,m
dwight,m
dyson,m
earle,m
easton,m
eben,m
ebeneser,m
ebenezer,m
eberhard,m
ed,m
eddy,m
edgar,m
edgardo,m
edie,m
edmond,m
edmund,m
edouard,m
edsel,m
eduard,m
eduardo,m
edward,m
efram,m
egbert,m
ehud,m
elbert,m
elden,m
eldon,m
eli,m
elias,m
elijah,m
eliot,m
eliott,m
elisha,m
elliot,m
elliott,m
ellis,m
ellsworth,m
ellwood,m
elmer,m
elmore,m
elnar,m
elric,m
elroy,m
elton,m
elvin,m
elwin,m
elwood,m
elwyn,m
ely,m
emanuel,m
emerson,m
emery,m
emil,m
emile,m
emmanuel,m
emmery,m
emmett,m
emmit,m
emmott,m
emmy,m
emory,m
ender,m
engelbart,m
engelbert,m
englebart,m
englebert,m
enoch,m
enrico,m
enrique,m
ephraim,m
ephram,m
ephrayim,m
ephrem,m
er,m
erasmus,m
erastus,m
erek,m
erhard,m
erhart,m
eric,m
erich,m
erick,m
erik,m
erin,m
erl,m
ernest,m
ernie,m
ernst,m
erny,m
errol,m
ervin,m
erwin,m
esau,m
esteban,m
ethan,m
ethelbert,m
ethelred,m
etienne,m
euclid,m
eugen,m
eugene,m
eustace,m
evan,m
evelyn,m
everard,m
everett,m
ewart,m
ez,m
ezechiel,m
ezekiel,m
ezra,m
fabian,m
fabio,m
fairfax,m
farley,m
fazeel,m
felice,m
felicio,m
felipe,m
felix,m
ferd,m
ferdy,m
fergus,m
ferguson,m
ferinand,m
fernando,m
fidel,m
filbert,m
filip,m
filipe,m
filmore,m
finley,m
finn,m
fitz,m
fitzgerald,m
flem,m
fleming,m
flemming,m
fletch,m
fletcher,m
flin,m
flinn,m
flint,m
flipper,m
florian,m
floyd,m
fons,m
fonsie,m
fonz,m
fonzie,m
forbes,m
ford,m
forest,m
forester,m
forrest,m
forrester,m
forster,m
foster,m
fran,m
francesco,m
francis,m
francisco,m
francois,m
frank,m
frankie,m
franklin,m
franklyn,m
franky,m
franz,m
fraser,m
frazier,m
fred,m
freddie,m
freddy,m
frederic,m
frederich,m
frederik,m
fredric,m
freeman,m
freemon,m
fremont,m
french,m
friedric,m
friedrich,m
friedrick,m
fritz,m
fulton,m
fyodor,m
gabe,m
gabriele,m
gabriell,m
gabriello,m
gail,m
gale,m
galen,m
gallagher,m
gamaliel,m
garcia,m
garcon,m
gardener,m
gardiner,m
gardner,m
garey,m
garfield,m
garfinkel,m
garold,m
garret,m
garrett,m
garrot,m
garrott,m
garry,m
garv,m
garvey,m
garvin,m
garvy,m
garwin,m
garwood,m
gary,m
gaspar,m
gaston,m
gav,m
gaven,m
gavin,m
gavriel,m
gay,m
gayle,m
gearard,m
gene,m
geo,m
geof,m
geoff,m
geoffrey,m
geoffry,m
georg,m
george,m
georges,m
georgia,m
georgie,m
georgy,m
gerald,m
geraldo,m
gerard,m
gere,m
gerhard,m
gerhardt,m
germaine,m
gerold,m
gerome,m
gerrard,m
gerri,m
gerrit,m
gerry,m
gershon,m
giacomo,m
gian,m
giancarlo,m
giavani,m
gibb,m
gideon,m
giff,m
giffard,m
giffer,m
gifford,m
giffy,m
gil,m
gilbert,m
gilberto,m
gilburt,m
giles,m
gill,m
gilles,m
ginger,m
giordano,m
giorgi,m
giorgio,m
giovanne,m
giraldo,m
giraud,m
giuseppe,m
glen,m
glenn,m
glynn,m
godard,m
godart,m
goddard,m
goddart,m
godfree,m
godfrey,m
godfry,m
gonzales,m
gonzalo,m
goober,m
goose,m
gordan,m
gordie,m
gordon,m
grace,m
grady,m
graehme,m
graeme,m
graham,m
graig,m
grant,m
granville,m
greg,m
gregg,m
greggory,m
gregor,m
gregorio,m
gregory,m
gretchen,m
griff,m
griffin,m
griffith,m
griswold,m
grove,m
grover,m
guido,m
guillaume,m
guillermo,m
gunther,m
gus,m
gustaf,m
gustav,m
gustave,m
gustavo,m
gustavus,m
guthrey,m
guthry,m
guy,m
hadleigh,m
hadley,m
hadrian,m
hagan,m
hagen,m
hailey,m
hakeem,m
hakim,m
hal,m
hale,m
haleigh,m
haley,m
hall,m
hallam,m
halvard,m
ham,m
hamel,m
hamid,m
hamil,m
hamilton,m
hamlen,m
hamlet,m
hammad,m
hamnet,m
han,m
hanan,m
hanford,m
hank,m
hannibal,m
hans,m
hans-peter,m
hansel,m
hanson,m
harald,m
harcourt,m
harlan,m
harland,m
harley,m
harlin,m
harman,m
harmon,m
harold,m
harris,m
harrold,m
harry,m
hart,m
hartley,m
hartwell,m
harv,m
harvard,m
harvey,m
harvie,m
harwell,m
hasheem,m
hashim,m
haskel,m
haskell,m
hassan,m
hastings,m
hasty,m
haven,m
hayden,m
haydon,m
hayes,m
hayward,m
haywood,m
hazel,m
heathcliff,m
hebert,m
hector,m
heinrich,m
heinz,m
helmuth,m
henderson,m
hendrick,m
hendrik,m
henri,m
henrie,m
henrik,m
henrique,m
henry,m
herb,m
herbert,m
herbie,m
hercule,m
hercules,m
herculie,m
herman,m
hermann,m
hermon,m
hermy,m
hernando,m
herold,m
herrick,m
herrmann,m
hersch,m
herschel,m
hershel,m
hervey,m
hew,m
hewe,m
hewet,m
hewett,m
hewie,m
hewitt,m
heywood,m
hezekiah,m
hilary,m
hilbert,m
hill,m
hillard,m
hillary,m
hillel,m
hillery,m
hilliard,m
hilton,m
hiralal,m
hiram,m
hiro,m
hirsch,m
hobart,m
hodge,m
hogan,m
hollis,m
holly,m
homer,m
horacio,m
horatio,m
horatius,m
horst,m
howard,m
howie,m
hoyt,m
hubert,m
hudson,m
huey,m
hugh,m
hugo,m
humbert,m
hunt,m
hunter,m
huntington,m
huntlee,m
huntley,m
hurley,m
husain,m
husein,m
hussein,m
hy,m
hyatt,m
hyman,m
hymie,m
iago,m
iain,m
ian,m
ibrahim,m
ichabod,m
iggie,m
iggy,m
ignace,m
ignacio,m
ignacius,m
ignatius,m
ignazio,m
igor,m
ike,m
ikey,m
immanuel,m
ingamar,m
ingelbert,m
ingemar,m
inglebert,m
ingmar,m
ingram,m
ira,m
irvin,m
irvine,m
irving,m
irwin,m
isa,m
isaac,m
isaak,m
isador,m
isadore,m
isaiah,m
ishmael,m
isidore,m
ismail,m
israel,m
istvan,m
ivan,m
ivor,m
izaak,m
izak,m
izzy,m
jack,m
jackie,m
jackson,m
jacob,m
jacques,m
jae,m
jaime,m
jake,m
jakob,m
james,m
jameson,m
jamey,m
jamie,m
jan,m
janos,m
jarrett,m
jarvis,m
jason,m
jasper,m
javier,m
jay,m
jean,m
jean-francois,m
jean-lou,m
jean-luc,m
jean-marc,m
jean-paul,m
jean-pierre,m
jeb,m
jed,m
jedediah,m
jef,m
jeff,m
jefferson,m
jeffery,m
jeffie,m
jeffrey,m
jeffry,m
jefry,m
jehu,m
jennings,m
jens,m
jephthah,m
jeramie,m
jere,m
jereme,m
jeremiah,m
jeremias,m
jeremy,m
jermain,m
jermaine,m
jermayne,m
jerold,m
jerome,m
jeromy,m
jerri,m
jerrie,m
jerrold,m
jerrome,m
jerry,m
jess,m
jesse,m
jessee,m
jessey,m
jessie,m
jesus,m
jeth,m
jethro,m
jim,m
jimbo,m
jimmie,m
jimmy,m
jo,m
joab,m
joachim,m
joao,m
joaquin,m
jock,m
jodi,m
jodie,m
jody,m
joel,m
joey,m
johan,m
johann,m
johannes,m
john,m
john-david,m
john-patrick,m
johnathan,m
johnathon,m
johnnie,m
johnny,m
johny,m
jon,m
jonah,m
jonas,m
jonathon,m
jonny,m
jordan,m
jorge,m
jory,m
jose,m
josef,m
joseph,m
josephus,m
josh,m
joshua,m
joshuah,m
josiah,m
jotham,m
juan,m
juanita,m
jud,m
judah,m
judas,m
judd,m
jude,m
judith,m
judson,m
judy,m
juergen,m
jules,m
julian,m
julie,m
julio,m
justis,m
kaleb,m
kalil,m
kalle,m
kalman,m
kam,m
kane,m
karel,m
karim,m
karl,m
karsten,m
kaspar,m
keefe,m
keenan,m
keene,m
keil,m
keith,m
kellen,m
kelley,m
kelly,m
kelsey,m
kelwin,m
ken,m
kendal,m
kendall,m
kendrick,m
kenn,m
kennedy,m
kenneth,m
kenny,m
kent,m
kenton,m
kenyon,m
kermie,m
kermit,m
kevan,m
kevin,m
kim,m
kimball,m
kimmo,m
kin,m
kincaid,m
king,m
kingsley,m
kingsly,m
kingston,m
kip,m
kirby,m
kirk,m
kit,m
klaus,m
klee,m
knox,m
konrad,m
konstantin,m
kory,m
kostas,m
kris,m
krishna,m
kristian,m
kristopher,m
kristos,m
kurt,m
kurtis,m
kyle,m
laird,m
lamar,m
lambert,m
lamont,m
lance,m
lancelot,m
langston,m
lanny,m
larry,m
lars,m
laurance,m
lauren,m
laurence,m
laurens,m
laurent,m
laurie,m
lawerence,m
lawrence,m
lawson,m
lawton,m
lay,m
layton,m
lazar,m
lazare,m
lazaro,m
lazlo,m
lefty,m
leif,m
leigh,m
leighton,m
leland,m
lem,m
lemar,m
lemmie,m
lemmy,m
lemuel,m
len,m
lenard,m
lennie,m
lenny,m
leo,m
leon,m
leonard,m
leonardo,m
leonerd,m
leonhard,m
leonid,m
leonidas,m
leopold,m
leroy,m
les,m
leslie,m
lester,m
lev,m
levi,m
levin,m
levon,m
levy,m
lew,m
lewis,m
lex,m
liam,m
lin,m
lincoln,m
lind,m
lindsay,m
lindsey,m
lindy,m
linoel,m
linus,m
lion,m
lionel,m
lionello,m
llewellyn,m
lloyd,m
locke,m
lockwood,m
logan,m
lon,m
lonny,m
loren,m
lorenzo,m
lorne,m
lorrie,m
lothar,m
lou,m
louie,m
louis,m
lovell,m
lowell,m
luce,m
lucian,m
luciano,m
lucien,m
lucio,m
lucius,m
ludvig,m
ludwig,m
luigi,m
luis,m
lukas,m
luke,m
luther,m
lyle,m
lyn,m
lyndon,m
lynn,m
mac,m
mace,m
mack,m
mackenzie,m
maddie,m
maddy,m
madison,m
magnum,m
magnus,m
mahesh,m
mahmoud,m
mahmud,m
maison,m
major,m
malcolm,m
manfred,m
manish,m
manny,m
marc,m
marcel,m
marcello,m
marcellus,m
marcelo,m
marchall,m
marcio,m
marco,m
marcos,m
marcus,m
marietta,m
marilu,m
mario,m
marion,m
marius,m
mark,m
marko,m
markos,m
markus,m
marlin,m
marlo,m
marlon,m
marlow,m
marlowe,m
marmaduke,m
marsh,m
marshal,m
marshall,m
martainn,m
martie,m
martin,m
martino,m
marty,m
martyn,m
marv,m
marve,m
marven,m
marvin,m
marwin,m
mason,m
mateo,m
mathew,m
mathias,m
matias,m
matt,m
matteo,m
matthaeus,m
mattheus,m
matthew,m
matthias,m
matthieu,m
matthus,m
mattias,m
mattie,m
matty,m
maurice,m
mauricio,m
maurie,m
maurise,m
maurits,m
mauritz,m
maury,m
max,m
maxfield,m
maxie,m
maxim,m
maximilian,m
maximilien,m
maxwell,m
mayer,m
maynard,m
maynord,m
mayor,m
mead,m
meade,m
meier,m
mel,m
melvin,m
melvyn,m
mendel,m
mendie,m
meredeth,m
meredith,m
merell,m
merill,m
merle,m
merlin,m
merrel,m
merrick,m
merril,m
merrill,m
merv,m
mervin,m
merwin,m
meryl,m
meyer,m
mic,m
micah,m
michael,m
michail,m
michal,m
michale,m
micheal,m
michel,m
mickey,m
mickie,m
micky,m
miguel,m
mika,m
mikael,m
mike,m
mikey,m
mikhail,m
miles,m
millicent,m
milo,m
milt,m
milton,m
mischa,m
mitch,m
mitchael,m
mitchel,m
mitchell,m
moe,m
mohamad,m
mohammad,m
mohammed,m
mohan,m
moise,m
moises,m
moishe,m
monroe,m
monte,m
montgomery,m
monty,m
moore,m
mordecai,m
morlee,m
morley,m
morly,m
morrie,m
morris,m
morry,m
mort,m
morten,m
mortie,m
mortimer,m
morton,m
morty,m
mose,m
moses,m
moshe,m
moss,m
muffin,m
mugsy,m
munroe,m
murdoch,m
murdock,m
murphy,m
murray,m
myles,m
mylo,m
myron,m
nahum,m
napoleon,m
nat,m
natale,m
nate,m
nathan,m
nathanael,m
nathaniel,m
nathanil,m
neal,m
neale,m
neall,m
nealon,m
nealson,m
nealy,m
ned,m
neddie,m
neddy,m
neel,m
neil,m
nels,m
nelsen,m
nelson,m
nero,m
neron,m
nester,m
nestor,m
nev,m
nevil,m
nevile,m
neville,m
nevin,m
nevins,m
newton,m
niall,m
niccolo,m
nicholas,m
nichole,m
nichols,m
nick,m
nickey,m
nickie,m
nickolas,m
nicky,m
nicolas,m
niels,m
nigel,m
niki,m
nikita,m
nikki,m
nikolai,m
nikos,m
niles,m
nils,m
nilson,m
niven,m
noach,m
noah,m
noam,m
noble,m
noel,m
nolan,m
noland,m
norbert,m
norm,m
norman,m
normand,m
normie,m
norris,m
northrop,m
northrup,m
norton,m
norwood,m
nunzio,m
obadiah,m
obadias,m
oberon,m
obie,m
odell,m
odie,m
odin,m
odysseus,m
olaf,m
olag,m
ole,m
olin,m
oliver,m
olivier,m
olle,m
ollie,m
omar,m
oral,m
oran,m
orazio,m
orbadiah,m
oren,m
orin,m
orion,m
orlando,m
orren,m
orrin,m
orson,m
orton,m
osbert,m
osborn,m
osborne,m
osbourn,m
osbourne,m
oscar,m
osgood,m
osmond,m
osmund,m
ossie,m
oswald,m
otes,m
othello,m
otho,m
otis,m
otto,m
owen,m
ozzie,m
ozzy,m
pablo,m
pace,m
paco,m
paddie,m
paddy,m
padraig,m
page,m
paige,m
pail,m
palmer,m
park,m
parke,m
parker,m
parnell,m
parrnell,m
parry,m
parsifal,m
partha,m
pascal,m
pascale,m
pasquale,m
pate,m
patel,m
patin,m
paton,m
patric,m
patrice,m
patricio,m
patrick,m
patrik,m
patsy,m
pattie,m
patty,m
paul,m
paulo,m
pavel,m
pearce,m
pedro,m
peirce,m
pembroke,m
pen,m
penn,m
pennie,m
penny,m
penrod,m
pepe,m
pepillo,m
perceval,m
percival,m
percy,m
perry,m
pete,m
peter,m
petey,m
petr,m
peyter,m
peyton,m
phil,m
philbert,m
philip,m
phillip,m
phillipe,m
phillipp,m
phineas,m
phip,m
pierce,m
piet,m
pieter,m
pietro,m
piggy,m
pincas,m
pinchas,m
pincus,m
piotr,m
pip,m
plato,m
pooh,m
porter,m
poul,m
powell,m
praneetf,m
prasad,m
prasun,m
prent,m
prentice,m
prentiss,m
prescott,m
preston,m
prince,m
pryce,m
puff,m
purcell,m
putnam,m
pyotr,m
quentin,m
quiggly,m
quigly,m
quill,m
quillan,m
quincey,m
quincy,m
quinlan,m
quinn,m
quint,m
quintin,m
quinton,m
quintus,m
rab,m
rabbi,m
rad,m
radcliffe,m
rafael,m
rafe,m
ragnar,m
rainer,m
raj,m
rajeev,m
ralf,m
ralph,m
ram,m
ramesh,m
ramon,m
ramsay,m
rand,m
randal,m
randell,m
randi,m
randie,m
randolf,m
randy,m
ransell,m
ransom,m
raoul,m
raphael,m
raul,m
ravil,m
rawley,m
ray,m
raymond,m
raymund,m
raymundo,m
raynard,m
rayner,m
raynor,m
reagan,m
red,m
redford,m
redmond,m
reece,m
reed,m
rees,m
reese,m
reg,m
regan,m
regen,m
reggie,m
reggis,m
reggy,m
reginald,m
reilly,m
reinhard,m
reinhold,m
remington,m
remus,m
renado,m
renaldo,m
renard,m
renato,m
renaud,m
renault,m
rene,m
reube,m
reuben,m
reuven,m
rex,m
rey,m
reynard,m
reynold,m
reynolds,m
reza,m
rhett,m
ric,m
ricard,m
ricardo,m
riccardo,m
rice,m
rich,m
richard,m
richardo,m
richie,m
richmond,m
richy,m
rick,m
rickey,m
ricki,m
rickie,m
ricky,m
rik,m
riley,m
rinaldo,m
ripley,m
ritch,m
ritchie,m
rob,m
robb,m
robbie,m
robert,m
robin,m
robinson,m
rochester,m
rock,m
rockwell,m
rod,m
rodd,m
roddie,m
roddy,m
roderic,m
roderich,m
roderick,m
roderigo,m
rodge,m
rodger,m
rodney,m
rodolfo,m
rodolph,m
rodolphe,m
rodrick,m
rodrigo,m
rodrique,m
roger,m
rogers,m
roice,m
roland,m
rolando,m
rolf,m
rolfe,m
rolland,m
rollin,m
rollins,m
rollo,m
rolph,m
romain,m
roman,m
romeo,m
ron,m
ronen,m
roni,m
ronnie,m
ronny,m
roosevelt,m
rory,m
roscoe,m
ross,m
roth,m
rourke,m
rowland,m
roy,m
royal,m
royce,m
rube,m
ruben,m
ruby,m
ruddie,m
rudie,m
rudiger,m
rudolf,m
rudolfo,m
rudolph,m
rudy,m
rudyard,m
rufe,m
rufus,m
rupert,m
ruperto,m
russ,m
russel,m
russell,m
rustie,m
rustin,m
rusty,m
rutger,m
rutherford,m
rutledge,m
rutter,m
ryan,m
sal,m
salem,m
salim,m
salman,m
salmon,m
salomo,m
salomon,m
salomone,m
salvador,m
salvatore,m
salvidor,m
sam,m
sammie,m
sammy,m
sampson,m
samson,m
samuel,m
samuele,m
sancho,m
sander,m
sanders,m
sanderson,m
sandor,m
sandro,m
sandy,m
sanford,m
sanson,m
sansone,m
sarge,m
sargent,m
sascha,m
sasha,m
saul,m
sauncho,m
saunder,m
saunders,m
saunderson,m
saundra,m
saw,m
sawyer,m
sawyere,m
sax,m
saxe,m
saxon,m
say,m
sayer,m
sayers,m
sayres,m
scarface,m
schroeder,m
schuyler,m
scot,m
scott,m
scotti,m
scottie,m
scotty,m
seamus,m
sebastian,m
sebastiano,m
sebastien,m
see,m
selig,m
serge,m
sergeant,m
sergei,m
sergent,m
sergio,m
seth,m
seymour,m
shadow,m
shaine,m
shalom,m
shamus,m
shanan,m
shane,m
shannan,m
shannon,m
shaughn,m
shaun,m
shaw,m
shawn,m
shay,m
shayne,m
shea,m
sheff,m
sheffie,m
sheffield,m
sheffy,m
shelby,m
shelden,m
sheldon,m
shell,m
shelley,m
shelton,m
shep,m
shepard,m
shepherd,m
sheppard,m
shepperd,m
sherlock,m
sherlocke,m
sherman,m
sherwin,m
sherwood,m
sherwynd,m
shimon,m
shlomo,m
sholom,m
shorty,m
shurlock,m
shurlocke,m
shurwood,m
si,m
sibyl,m
sid,m
siddhartha,m
sidnee,m
sidney,m
siegfried,m
siffre,m
sig,m
sigfrid,m
sigfried,m
sigmund,m
silas,m
silvain,m
silvan,m
silvano,m
silvanus,m
silvester,m
silvio,m
sim,m
simeon,m
simmonds,m
simone,m
sinclair,m
sinclare,m
sivert,m
siward,m
skell,m
skelly,m
skip,m
skipp,m
skipper,m
skippy,m
skipton,m
sky,m
skye,m
skylar,m
skyler,m
slade,m
slim,m
sloan,m
sloane,m
sly,m
smith,m
smitty,m
socrates,m
sol,m
sollie,m
solly,m
solomon,m
son,m
sonnie,m
sonny,m
sparky,m
spencer,m
spense,m
spenser,m
spike,m
spiros,m
spud,m
srinivas,m
stacy,m
staffard,m
staford,m
stan,m
standford,m
stanfield,m
stanford,m
stanislaw,m
stanleigh,m
stanley,m
stanly,m
stanton,m
stanwood,m
stavros,m
stearne,m
stefan,m
stefano,m
steffen,m
stephan,m
stephanus,m
stephen,m
sterling,m
stern,m
sterne,m
steve,m
steven,m
stevie,m
stevy,m
stew,m
stewart,m
stig,m
stillman,m
stillmann,m
sting,m
stinky,m
stirling,m
stu,m
stuart,m
sturgis,m
sullivan,m
sully,m
sumner,m
sunny,m
sutherland,m
sutton,m
sven,m
swen,m
syd,m
sydney,m
sylvan,m
sylvester,m
tab,m
tabb,m
tabbie,m
tabby,m
taber,m
tabor,m
tad,m
tadd,m
taddeo,m
taddeus,m
tailor,m
taite,m
talbert,m
talbot,m
tallie,m
tally,m
tam,m
tamas,m
tammie,m
tammy,m
tan,m
tann,m
tanner,m
tanney,m
tannie,m
tarrance,m
tarzan,m
tate,m
taylor,m
teador,m
ted,m
tedd,m
teddie,m
teddy,m
tedman,m
tedmund,m
tedrick,m
temp,m
temple,m
templeton,m
teodoor,m
teodor,m
teodorico,m
teodoro,m
terence,m
terrance,m
terrel,m
terrell,m
terrence,m
terri,m
terrill,m
terry,m
thacher,m
thad,m
thaddeus,m
thaddius,m
thaddus,m
thadeus,m
thain,m
thaine,m
thane,m
thatch,m
thatcher,m
thaxter,m
thayne,m
thebault,m
thedric,m
theo,m
theobald,m
theodor,m
theodore,m
theodoric,m
theophyllus,m
thibaud,m
thibaut,m
thom,m
thomas,m
thor,m
thorn,m
thorndike,m
thornie,m
thorny,m
thorpe,m
thorstein,m
thorsten,m
thorvald,m
thurstan,m
thurston,m
tiebold,m
tiebout,m
tiler,m
tim,m
timmie,m
timmy,m
timothee,m
timotheus,m
timothy,m
tirrell,m
tito,m
titus,m
tobe,m
tobiah,m
tobias,m
tobie,m
tobin,m
tobit,m
toby,m
todd,m
toddie,m
toddy,m
tomas,m
tome,m
tomkin,m
tomlin,m
tommie,m
tommy,m
tonnie,m
tony,m
tore,m
torey,m
torin,m
